,GSM329410,GSM329419,GSM329421,GSM329428,GSM329435,GSM329442,GSM329449,GSM329456,GSM329463,GSM329466,GSM329471,GSM329478,GSM329485,GSM329716,GSM329723,GSM329730,GSM329737,GSM329744,GSM329751,GSM329758,GSM329765,GSM329772,GSM329779,GSM329786,GSM329794,GSM329801,GSM329808,GSM329815,GSM329822,GSM329830,GSM329841,GSM329848,GSM329855,GSM329862,GSM329869,GSM329876,GSM329884,GSM329891,GSM329899,GSM329907,GSM329914,GSM329923,GSM329931,GSM329939,GSM329941,GSM329947,GSM329950,GSM329955,GSM329962,GSM329969,GSM329976,GSM329983,GSM329990,GSM329997,GSM330004,GSM330016,GSM330023,GSM330031,GSM330038,GSM330045,GSM330052,GSM330059,GSM330066,GSM330073,GSM330080,GSM330087,GSM330094,GSM330101,GSM330108,GSM330115,GSM330122,GSM330129,GSM330136,GSM330143,GSM330150,GSM330157,GSM330165,GSM330172,GSM330173,GSM330180,GSM330187,GSM330194,GSM330201,GSM330208,GSM330215,GSM330222,GSM330230,GSM330237,GSM330245,GSM330252,GSM330260,GSM330267,GSM330274,GSM330281,GSM330288,GSM330295,GSM330302,GSM330309,GSM330322,GSM330329,GSM330335,GSM330337,GSM330344,GSM330351,GSM330358,GSM330365,GSM330372,GSM330379,GSM330391,GSM330400,GSM330407,GSM330409,GSM330419,GSM330426,GSM330433,GSM330441,GSM330449,GSM330456,GSM330463,GSM330471,GSM330478,GSM330485,GSM330493,GSM330496,GSM330501,GSM330508,GSM330509,GSM330516,GSM330528,GSM330538,GSM330545,GSM330548,GSM330555,GSM330567,GSM330574,GSM330579,GSM330580,GSM330585,GSM330595,GSM330606,GSM330611,GSM330614,GSM330623,GSM330635,GSM330636,GSM330649,GSM330655,GSM330659,GSM330670,GSM330678,GSM330681,GSM330687,GSM330696,GSM330706,GSM330710,GSM330717,GSM330726,GSM330734,GSM330743,GSM330748,GSM330756,GSM330766,GSM330771,GSM330778,GSM330787,GSM330790,GSM330797,GSM330798,GSM330814,GSM330815,GSM330823,GSM330831,GSM330841,GSM330848,GSM330852,GSM330862,GSM330872,GSM330877,GSM330887,GSM330889,GSM330897,GSM330904,GSM330913,GSM330917,GSM330926,GSM330933,GSM330940,GSM330947,GSM330954,GSM330961,GSM330968,GSM330975,GSM330982,GSM330989,GSM330996,GSM331003,GSM331010,GSM331017,GSM331024,GSM331031,GSM331038,GSM331045,GSM331052,GSM331059,GSM331066,GSM331073,GSM331080,GSM331087,GSM331094,GSM331101,GSM331108,GSM331115,GSM331122,GSM331129,GSM331136,GSM331143,GSM331150,GSM331157,GSM331164,GSM331171,GSM331178,GSM331185,GSM331192,GSM331199,GSM331206,GSM331213,GSM331220,GSM331227,GSM331234,GSM331241,GSM331248,GSM331255,GSM331262,GSM331269,GSM331276,GSM331284,GSM331291,GSM331298,GSM331305,GSM331312,GSM331319,GSM331327,GSM331334,GSM331341,GSM331348,GSM331355,GSM331362,GSM331369,GSM331376,GSM331379,GSM331386,GSM331393,GSM331400,GSM331407,GSM331414,GSM331421,GSM331428,GSM331435,GSM331443,GSM331450,GSM331457,GSM331464,GSM331471,GSM331478,GSM331485,GSM331492,GSM331499,GSM331506,GSM331513,GSM331520,GSM331527,GSM331534,GSM331541,GSM331548,GSM331555,GSM331562,GSM331569,GSM331576,GSM331583,GSM331590,GSM331597,GSM331604,GSM331611,GSM331618,GSM331625,GSM331632,GSM331639,GSM331646,GSM331653,GSM331660,GSM331668,GSM331675,GSM331682,GSM331689,GSM331696,GSM331703,GSM331710,GSM331717,GSM331724,GSM331732
GSM330194,0.462,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.308,1.0,1.0,1.0,1.0,1.0,0.75,0.538,1.0,1.0,0.933,1.0,1.0,1.0,1.0,1.0,1.0,0.385,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.929,0.077,1.0,1.0,1.0,1.0,1.0,0.267,1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.118,1.0,1.0,1.0,0.917,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330201,0.538,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.824,0.538,1.0,1.0,0.938,1.0,1.0,1.0,1.0,1.0,1.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938,0.077,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.158,1.0,1.0,1.0,0.929,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330208,0.083,0.714,0.25,0.167,0.214,0.214,0.154,0.214,0.154,0.077,0.25,0.25,0.267,0.286,0.308,0.4,0.182,0.214,0.231,0.312,0.25,0.154,0.25,0.231,0.267,0.214,1.0,0.077,0.077,0.308,0.077,0.077,0.0,0.0,0.077,0.071,0.5,0.077,0.375,0.062,0.071,0.059,0.154,0.0,0.25,0.077,0.714,0.5,0.067,0.1,0.077,0.0,0.083,0.067,0.077,0.364,0.308,0.286,0.286,0.214,0.267,0.25,0.167,0.222,0.154,0.286,0.333,0.267,0.308,0.143,0.273,0.286,0.308,0.333,0.308,0.267,0.267,0.0,0.154,0.267,0.25,0.267,0.25,1.0,0.235,0.308,0.25,0.308,0.273,0.333,0.3,0.154,0.333,0.143,0.154,0.235,0.308,0.25,0.267,0.231,0.235,0.214,0.214,0.231,0.333,0.267,0.25,0.167,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.133,0.0,0.071,0.308,0.0,0.0,0.0,0.083,0.0,0.0,0.75,0.0,0.0,0.857,0.429,0.083,0.083,0.667,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.692,0.167,0.0,0.714,0.133,0.0,0.0,0.059,0.0,0.667,0.714,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.25,0.667,0.688,0.0,0.643,0.667,0.067,0.4,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733,0.714,0.688,0.692,0.786,0.583,0.727,0.6,0.733,0.688,0.643,0.667,0.75,0.692,0.667,0.833,0.75,0.667,0.714,0.692,0.714,0.6,0.643,0.769,0.643,0.733,0.412,0.733,0.706,0.688,0.8,0.688,0.643,0.688,0.5,0.769,0.733,0.769,0.667,0.706,0.688,0.692,0.692,0.706,0.636,0.643,0.688,0.688,0.769,0.667,0.667
GSM330215,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.778,0.5,1.0,1.0,0.941,1.0,1.0,1.0,1.0,1.0,1.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.941,0.071,1.0,1.0,1.0,1.0,1.0,0.235,1.0,1.0,0.944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,1.0,1.0,0.929,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330222,0.364,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.308,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0,0.417,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923,0.0,1.0,1.0,1.0,1.0,1.0,0.308,1.0,1.0,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330230,0.462,0.0,0.941,0.929,0.933,0.923,1.0,0.933,0.917,0.214,1.0,0.917,0.941,0.933,0.929,0.688,0.667,0.929,1.0,0.938,0.938,0.929,0.944,0.929,0.938,0.929,0.333,0.923,0.929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.929,0.938,0.933,0.929,0.938,0.929,1.0,1.0,1.0,0.933,1.0,1.0,0.929,0.929,0.917,0.938,0.933,1.0,0.929,0.938,0.933,0.077,0.923,0.933,0.941,0.938,0.941,0.25,0.944,0.933,1.0,0.933,0.917,0.923,0.917,0.923,1.0,0.929,1.0,0.941,1.0,0.917,0.933,0.929,0.111,1.0,0.933,0.929,0.917,1.0,0.941,0.923,0.067,0.059,0.0,0.071,0.0,0.077,0.083,0.083,0.059,0.062,0.062,0.071,0.059,0.059,0.071,0.0,0.1,0.5,0.071,0.062,0.067,0.077,0.062,0.0,0.0,0.062,0.071,0.067,0.077,0.077,0.067,0.0,0.083,0.091,0.071,0.0,0.071,0.077,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.067,0.0,0.071,0.0,0.071,0.0,0.0,0.071,0.0,0.062,0.071,0.0,0.0,0.077,0.0,0.0,0.077,0.062,0.077,0.071,0.0,0.0,0.059,0.062,0.0,0.0,0.077,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330237,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.267,1.0,1.0,1.0,1.0,1.0,0.8,0.5,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0,0.385,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923,0.091,1.0,1.0,1.0,1.0,1.0,0.308,1.0,1.0,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.917,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330245,0.667,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.167,1.0,1.0,1.0,1.0,1.0,0.769,0.3,1.0,1.0,0.917,1.0,1.0,1.0,1.0,1.0,1.0,0.444,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.917,0.111,1.0,1.0,1.0,1.0,1.0,0.273,1.0,1.0,0.917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.143,1.0,1.0,1.0,0.909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330252,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.273,1.0,1.0,1.0,1.0,1.0,0.857,0.538,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.333,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSM330260,0.375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.182,1.0,1.0,1.0,1.0,1.0,0.833,0.5,1.0,1.0,0.909,1.0,1.0,1.0,1.0,1.0,1.0,0.364,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.154,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
